"BAD","LOAN","MORTDUE","VALUE","REASON","JOB","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC"
"0","12100","68941","75029","HomeImp","Office","14","0","0","254.189655489368","0","31","43.8978495503766"
"0","12100","50973","74183","DebtCon","Mgr","6","","","122.691827045302","","24","41.1280853067888"
"1","12100","67000","79100","DebtCon","Mgr","5","0","0","155.2","1","32",""
"0","12100","67927","94126","DebtCon","Other","2","0","0","35.5388781204179","2","3","38.8475970810501"
"0","12100","46152","72773","DebtCon","Other","0","0","0","270.489980055051","0","20","29.4951159942686"
"1","12200","97000","109800","HomeImp","ProfExe","5","0","0","152.133333333333","3","33",""
"0","12200","206613","232176","HomeImp","ProfExe","10","0","1","237.315769721922","0","22","30.6894392051219"
"0","12200","70722","81760","DebtCon","Other","0","0","0","219.785272779268","3","26","30.2770053764512"
"0","12200","82904","125057","DebtCon","Office","8","0","0","131.659052596824","1","21","37.2731399922227"
"1","12200","53242","70400","DebtCon","Other","14","0","0","169.930663518634","0","18","34.6294276562098"
"1","12300","24552","48278","DebtCon","Other","0","0","0","171.075104562089","0","16","29.2995509442871"
"0","12300","152107","179793","DebtCon","ProfExe","7","","1","212.782995584146","3","25","43.1340950506526"
"1","12300","78000","101200","HomeImp","Other","0.4","0","0","145.066666666667","1","19",""
"0","12400","132894","198168","HomeImp","Office","0","0","1","355.163911302702","0","16","40.540295366184"
"0","12400","16375","36672","DebtCon","Mgr","8","0","0","120.674927991426","0","11","24.0894371477465"
"0","12400","24769","87665","HomeImp","ProfExe","21","0","0","238.382769372847","0","11","25.3322013140899"
"0","12500","37562","57081","HomeImp","Other","22","0","1","129.48684395099","0","23","39.0830024422626"
"1","12500","41000","64680","DebtCon","Other","2","0","0","70.9","3","30",""
"1","12500","53060","67500","DebtCon","Office","16","0","5","183.633333333333","0","15",""
"0","12500","53354","79893","HomeImp","Office","10","2","0","249.435954284618","1","29","35.0208857853529"
"0","12600","84933","110253","DebtCon","ProfExe","8","0","0","192.422606259723","1","37","40.8450777912722"
"0","12600","67860","103426","DebtCon","Other","9","0","0","202.152633849169","0","20","18.3475293849583"
"0","12600","83552","107186","HomeImp","Other","21","0","0","128.660245360375","4","24","28.7230176249812"
"0","12700","72760","83604","DebtCon","Office","6","2","3","189.919424904201","3","29","37.3685604591242"
"0","12700","79383","107590","DebtCon","Other","5","0","0","78.2992735342459","2","14","33.5811165021551"
"0","12700","103034","124116","DebtCon","","2","0","0","137.438692421211","0","25","31.6031009311104"
"0","12800","99160","114619","HomeImp","Office","2","0","0","142.212561896357","0","22","35.9498770530568"
"0","12800","100241","113073","DebtCon","Other","17","0","1","197.27367923131","1","15","39.4675884464512"
"0","12800","206527","227737","HomeImp","ProfExe","11","0","0","225.201325623895","0","22","31.1218407096909"
"0","12800","48437","65311","DebtCon","Other","0","1","0","260.555236239717","0","21","29.5162898514309"
"0","12800","77318","97616","DebtCon","Mgr","6","0","0","125.534801815993","2","27","39.4626633941395"
"0","12900","69770","87000","DebtCon","Other","6","0","0","201.933333333333","3","19",""
"1","12900","94000","","DebtCon","Office","8","0","1","205.933333333333","0","19",""
"0","12900","34655","57787","","Other","31","0","0","244.995384577358","0","18","21.4155042968018"
"0","12900","39401","53758","HomeImp","Other","22","0","0","118.64637517478","0","23","38.6894406206484"
"0","12900","105638","112608","DebtCon","Other","17","0","2","208.306882174577","2","16","39.6779058105116"
"1","12900","46266","62000","DebtCon","Other","7","0","0","77.1333333333333","5","18",""
"0","12900","31498","42695","HomeImp","Mgr","14","0","0","55.0215889485252","0","9","31.9927534823179"
"1","12900","117900","143433","DebtCon","Mgr","6","0","0","227.932893431267","0","35","47.6197635263855"
"0","12900","50636","57838","DebtCon","Other","0","1","0","187.825323320384","1","13","28.8134709414809"
"0","12900","56957","73181","HomeImp","Other","29","1","3","179.096166020111","1","23","36.3947954471525"
"0","12900","61031","71550","HomeImp","Other","28","0","2","178.087256782579","0","23","34.802428777084"
"0","13000","15374","59309","HomeImp","Other","6","2","0","355.131229111374","1","21","15.8236155536275"
"1","13000","29461","49326","HomeImp","ProfExe","11","0","0","171.597668532599","1","8","38.9179998793863"
"0","13000","88614","116994","HomeImp","ProfExe","13","0","2","188.824199100123","0","28","32.6195016362562"
"0","13000","38200","64764","HomeImp","ProfExe","4","0","0","211.066666666667","3","18",""
"1","13000","43744","60000","DebtCon","Self","22","0","1","21.2666666666667","1","15",""
"1","13000","137618","159000","DebtCon","ProfExe","9","2","6","106.533333333333","6","37",""
"0","13000","66014","85528","DebtCon","Office","4","2","3","185.644993922058","2","30","39.4187184801878"
"0","13000","77355","114400","","","","","","","","",""
"0","13000","44875","57713","DebtCon","Other","0","1","0","184.990324385145","1","12","28.6020760707287"
"0","13000","40996","58938","DebtCon","Mgr","","","","","","","35.8096127329765"
"0","13100","70878","86743","DebtCon","ProfExe","10","0","0","174.881743849873","0","11","39.7844082571633"
"0","13100","69259","75149","DebtCon","Office","11","0","0","240.410291943126","3","37","40.735604411138"
"0","13100","64897","81598","DebtCon","Sales","7","0","0","130.648468345145","0","34","26.500105075771"
"0","13100","70368","87407","DebtCon","Other","2","0","0","232.994712733681","3","26","29.6679856403395"
"0","13100","61853","73480","","Other","13","0","0","258.937154224528","0","26","28.73085116535"
"0","13200","155478","183646","HomeImp","Office","5","0","0","196.241370889207","1","55","35.6028753628968"
"0","13200","","69139","","","0","1","0","","0","1","1.56593104711079"
"0","13200","70069","88303","DebtCon","Other","3","0","0","240.856016495132","2","25","29.0641282699649"
"0","13200","69697","91722","HomeImp","Office","24","1","0","183.523729288592","1","14","39.7521717890362"
"1","13200","65997","88000","DebtCon","Other","2","0","0","113.233333333333","2","25",""
"0","13300","76663","96022","DebtCon","ProfExe","10","2","0","180.029450304605","1","30","27.0450067609293"
"0","13300","81944","108768","DebtCon","Other","5","0","0","81.1067991496821","1","13","33.8696417502359"
"1","13300","60014","75695","DebtCon","Sales","1","0","","182.064373397663","1","20","40.2066711128814"
"0","13300","64002","88174","DebtCon","Other","3","","","157.916989734189","","34","29.7982311798484"
"0","13300","86360","116111","HomeImp","Mgr","8","0","0","232.292138606743","0","24","32.0127013557883"
"0","13300","66174","79957","DebtCon","Other","2","","","175.962694969599","","34","31.5634412224467"
"0","13300","66502","78138","DebtCon","Other","4","0","0","178.112106499293","1","16","33.7950912378193"
"0","13300","50039","63784","DebtCon","Other","3","0","0","176.846195506285","0","13","27.8655887326345"
"0","13400","98701","129679","HomeImp","ProfExe","10","0","0","179.127926001684","2","32","29.5492835107396"
"0","13400","67941","84973","DebtCon","Office","6","1","3","179.977070168612","3","30","37.4289375242446"
"0","13400","65662","92050","DebtCon","Other","2","0","0","20.7592152950837","1","3","42.0093900779306"
"0","13400","78465","97506","DebtCon","Other","5","3","0","71.4436649900846","1","21","24.4702999858699"
"1","13400","5900","55320","HomeImp","Other","3","2","2","234.02181639277","3","16","19.0893009961952"
"0","13400","100784","118708","","Office","15","0","0","268.107592456492","0","16","36.158718102476"
"0","13400","69612","87728","DebtCon","Other","3","","","165.030267449926","","35","30.4448390708747"
"0","13500","44586","73764","DebtCon","Other","2","0","0","263.931170742332","0","21","29.966202019726"
"0","13500","109258","126101","DebtCon","","2","0","0","130.776569978279","1","25","33.5398874774528"
"1","13500","83673","109000","HomeImp","Mgr","2.3","0","1","238.4","3","57",""
"1","13500","28000","85999","DebtCon","Other","0","6","4","227.266666666667","6","37",""
"0","13500","92989","111120","DebtCon","Other","13","0","0","209.460594317292","3","15","39.5218445255057"
"0","13500","117604","136099","DebtCon","ProfExe","15","","0","188.260972810641","1","32","31.6305288598316"
"0","13500","124696","200707","HomeImp","Office","0","0","1","348.669491986323","0","16","39.5507030147038"
"0","13600","94727","112683","DebtCon","Other","11","0","0","209.129945716503","3","15","37.7141070605787"
"0","13600","115816","212995","HomeImp","ProfExe","1","0","0","114.843030499148","1","14","26.325111199997"
"0","13600","58539","67899","HomeImp","Other","29","1","2","194.273833762191","1","23","37.1344219370766"
"1","13600","70000","88000","DebtCon","Mgr","16","0","0","","0","0",""
"0","13600","81620","101933","DebtCon","Other","1","0","0","148.06729075543","0","22","41.6128989788065"
"0","13600","7627","59173","HomeImp","Other","7","2","0","362.51225026075","1","22","14.2671275400078"
"0","13600","159591","182585","DebtCon","ProfExe","7","","1","199.698617433931","3","25","42.31951830524"
"0","13600","112223","144451","DebtCon","ProfExe","0","0","0","259.733116970112","1","45","35.3102170077806"
"0","13700","81378","108628","HomeImp","ProfExe","12","0","2","181.72253428076","0","27","32.6520226308154"
"0","13700","84761","95382","HomeImp","Office","","0","0","171.945838744135","1","25","41.9601059133374"
"0","13700","89345","105590","DebtCon","ProfExe","6","0","0","201.042402084037","2","37","43.4716772924511"
"0","13700","70018","89803","HomeImp","Office","24","0","0","154.752120868925","1","13","39.3899088283442"
"0","13700","46611","65031","DebtCon","Other","2","0","0","179.443332263202","0","13","37.7051591706952"
"0","13800","57481","89421","DebtCon","ProfExe","9","0","0","183.109360640944","0","19","22.6433955447811"
"0","13800","21711","32357","DebtCon","Office","7","0","0","105.666234207532","0","17","20.3331555948701"
"0","13800","85969","101664","HomeImp","ProfExe","0","0","0","68.5836897364104","0","19","36.8394226359806"
"0","13800","78645","130104","DebtCon","ProfExe","16","0","0","295.721317311761","0","19","29.9666024252105"
"1","13800","97778","116814","DebtCon","Other","15","1","3","120.781396213732","1","22","23.2047132895024"
"0","13900","64356","88028","DebtCon","Office","13","0","0","111.809975503707","0","24","39.0085081152238"
"1","13900","56710","59348","HomeImp","Other","14","2","1","176.530327368189","0","39","24.3937145223206"
"0","13900","63831","81378","DebtCon","","9","","","","","","24.371050482905"
"1","14000","67881","93390","DebtCon","","","","","","","",""
"0","14000","27872","48125","HomeImp","Other","10","0","0","115.6","1","10",""
"0","14000","92739","125000","DebtCon","Mgr","6","","","248.6","3","42",""
"0","14000","32000","48500","DebtCon","ProfExe","4","0","0","255.666666666667","1","35",""
"0","14000","42000","60000","DebtCon","Mgr","27","1","0","281.066666666667","1","17",""
"1","14000","64000","78000","","ProfExe","7.4","0","0","174.433333333333","0","20",""
"0","14100","98856","143292","HomeImp","ProfExe","13","0","0","105.771726108433","4","21","37.4582804006144"
"0","14100","36309","53321","HomeImp","Other","8","0","0","110.206350538788","1","10","19.1879140109187"
"1","14100","43927","60000","DebtCon","Other","0","0","0","0","12","8",""
"0","14100","86730","117667","DebtCon","ProfExe","1","0","2","134.355574497392","0","34","31.9805104700758"
"0","14100","86996","108452","HomeImp","Other","19","0","0","134.993251757627","4","24","29.7789460755507"
"0","14100","49927","67761","DebtCon","Mgr","26","0","0","276.549913151014","1","16","36.5993911140409"
"0","14200","60570","74648","DebtCon","ProfExe","2","0","0","137.841105263823","2","35","40.2897612984245"
"0","14300","45615","80818","DebtCon","Mgr","4","0","0","115.136885029008","0","9","28.7383431934418"
"0","14300","80299","123339","","","","","","","","","35.3111709182808"
"0","14300","52608","76936","DebtCon","Other","0","0","0","217.27719187926","0","9","34.0953840382934"
"0","14400","46955","67304","DebtCon","Other","2","0","0","171.622465396048","0","13","36.5551889478952"
"0","14400","61121","88844","HomeImp","Other","","0","0","295.792110952615","0","20","30.3037669518282"
"0","14400","75360","105737","HomeImp","ProfExe","8","0","0","121.298029004559","1","27","24.7618995920438"
"0","14500","","30625","DebtCon","Other","11","","","89.8565770874022","2","9","33.4745138053524"
"0","14500","35799","51720","HomeImp","Other","10","0","0","123.218104994407","1","9","18.3249352764408"
"0","14700","49264","68591","DebtCon","Other","9","0","0","237.839159137537","0","18","31.256700120441"
"0","14700","30306","44195","HomeImp","Other","9","0","1","87.4312262792924","2","12","29.4049351560394"
"0","14700","30210","42751","DebtCon","Mgr","17","0","0","86.6418233259789","0","17","23.3973622409289"
"1","14700","51829","69136","DebtCon","Other","14","0","0","169.985307775508","0","18","35.6353938487896"
"1","14700","94672","","","Other","14","0","1","67.0380319106478","0","11","40.3174344294553"
"0","14700","106417","123580","HomeImp","ProfExe","9","0","0","166.4960652892","3","31","29.3167100610196"
"0","14700","35832","66260","DebtCon","ProfExe","7","0","0","277.794086748368","0","16","23.7053592841259"
"0","14800","100255","116160","DebtCon","Other","10","0","0","184.777214159955","0","26","34.4839903845098"
"1","14800","","","HomeImp","ProfExe","0","","","","","",""
"0","14800","64365","85272","DebtCon","Other","0","1","0","242.552367985662","2","26","29.8196343890762"
"1","14800","63800","96500","HomeImp","Mgr","9","0","4","185.433333333333","2","14",""
"0","14800","38000","59000","DebtCon","","6","1","0","107.533333333333","2","10",""
"0","14800","43983","60826","DebtCon","","4","1","1","113.897966625788","1","9","27.1080817083726"
"0","14800","88898","107208","DebtCon","Office","30","","0","329.760214585721","1","50","36.7450130066625"
"0","14900","44588","72331","DebtCon","ProfExe","6","0","0","156.331744525244","2","11","28.1644405362031"
"0","14900","97646","139884","HomeImp","ProfExe","13","0","0","119.083116388933","5","22","36.3605970728307"
"0","14900","97930","113886","DebtCon","Office","3","0","0","267.827258296818","0","33","28.4202933453118"
"0","14900","48649","81342","DebtCon","Mgr","3","0","0","110.056731408064","0","8","28.8023987014743"
"0","14900","69723","83553","DebtCon","Office","5","0","0","114.855534606919","1","19","22.9572917987999"
"1","15000","45000","85000","HomeImp","Mgr","11","0","0","110","0","31",""
"1","15000","","27500","HomeImp","Other","11","1","1","62.3","2","3",""
"1","15000","49200","72900","DebtCon","Other","10","0","0","174.033299612207","1","16",""
"1","15000","86000","","DebtCon","Mgr","1","0","0","63.7","1","27",""
"1","15000","20000","47394","HomeImp","Other","13","0","0","66.1333333333333","0","11",""
"1","15000","89000","122400","HomeImp","Mgr","1","0","2","136.466666666667","0","19",""
"0","15000","2619","57310","DebtCon","Sales","0.3","0","0","322.6","0","6",""
"0","15000","18000","163580","HomeImp","Self","7","0","0","304.366666666667","0","27",""
"0","15000","53000","83400","HomeImp","ProfExe","5","0","0","120.3","0","13",""
"0","15000","86177","111500","DebtCon","Other","14","0","0","133.933333333333","2","9",""
"0","15000","92000","154000","DebtCon","Mgr","1","0","0","207.966666666667","1","19",""
"0","15000","100000","115000","DebtCon","ProfExe","1","0","0","128.866666666667","0","30",""
"1","15000","","50000","HomeImp","Other","0","3","4","206.966666666667","1","45",""
"1","15000","109000","155000","DebtCon","Office","0","3","2","105.5","1","28",""
"1","15000","153000","185625","DebtCon","Mgr","8","","2","154.2","","31",""
"1","15000","116400","146450","DebtCon","Other","17.5","0","1","255.666666666667","1","29",""
"1","15000","68000","96000","DebtCon","Mgr","12","0","3","109.566666666667","0","24",""
"1","15000","42000","111351","DebtCon","Other","6","","6","225.633333333333","0","17",""
"1","15000","79000","108000","HomeImp","Other","0.4","0","0","385.5","3","31",""
"0","15000","5627","64962","DebtCon","Sales","0","0","0","341.502084709719","0","6","39.9967104022143"
"0","15000","84832","107207","HomeImp","Other","19","0","0","124.45053233813","4","23","28.5581834813106"
"0","15000","44623","72225","DebtCon","Other","1","0","0","268.420357898752","0","21","28.1315804199276"
"0","15100","","57940","DebtCon","Office","0","0","0","86.8949299190365","1","8","38.8503485407961"
"1","15100","54000","77542","HomeImp","ProfExe","13","1","1","122.566666666667","1","26",""
"0","15100","39679","62674","DebtCon","","5","1","0","95.5991008546393","1","9","28.5055905612072"
"0","15200","5076","66536","DebtCon","Sales","2","0","0","323.102004194535","0","5","40.2529287537574"
"0","15200","59544","86360","HomeImp","ProfExe","5","0","0","120.136708315384","0","12","27.6163338323107"
"0","15200","47453","73068","DebtCon","ProfExe","20","0","0","196.699695581106","0","16","22.3838565584663"
"0","15200","102925","114520","HomeImp","Office","3","0","0","137.389372732177","0","22","36.4464766101662"
"0","15200","43961","62171","DebtCon","Other","","0","0","124.806845856081","1","18","39.5800543413777"
"0","15300","65298","94301","DebtCon","Office","1","0","0","150.499867907338","4","19","31.3576421396796"
"0","15300","14695","48095","DebtCon","ProfExe","1","0","0","301.657665748662","0","16","19.0124463658"
"0","15300","62094","96938","","ProfExe","9","0","0","","0","15","25.4071425093511"
"0","15300","81500","102000","HomeImp","ProfExe","3.5","0","0","123.766666666667","1","25",""
"0","15300","42100","65000","DebtCon","Other","7","0","0","95.3333333333333","3","15",""
"0","15300","101311","113253","DebtCon","Other","0","0","0","140.075771180372","1","21","40.6674622936442"
"0","15300","53736","102094","HomeImp","Other","0","0","2","33.4496944386538","1","10","40.1048095966106"
"0","15300","24025","42722","","Office","2","0","0","207.962140953782","0","15","37.1228371969856"
"0","15400","50402","65561","DebtCon","Mgr","25","0","0","282.622905236145","0","16","38.0979024682464"
"1","15400","180017","206148","DebtCon","Mgr","2","0","2","196.033657931955","1","49","36.4173425760108"
"0","15400","104451","119195","DebtCon","Office","5","0","0","264.761652188605","0","34","29.9632727764376"
"0","15400","","55421","DebtCon","Office","2","0","0","81.2785112673468","2","9","38.7238950330456"
"0","15400","39452","56834","DebtCon","Other","7","1","0","120.056555698068","1","15","39.9089341540583"
"0","15500","79185","88693","DebtCon","Mgr","19","0","0","244.207840110529","10","23","36.3393623483923"
"0","15500","97596","119326","DebtCon","Office","0","","3","254.70773260855","1","30","40.9873009257891"
"1","15500","26452","43900","DebtCon","Mgr","21","1","2","215.066666666667","0","19",""
"1","15500","38900","60500","DebtCon","Other","8","7","4","95.9","2","53",""
"1","15500","54653","73117","DebtCon","Other","13","","","","","","29.54185091158"
"0","15500","20800","173566","HomeImp","Self","6","0","0","292.034185476584","0","26","25.5628819269933"
"0","15600","83758","106992","HomeImp","ProfExe","3","0","0","127.665817666375","1","24","39.0145193892599"
"0","15600","75701","106389","DebtCon","ProfExe","0","0","0","278.680394416185","2","21","40.1082590640095"
"0","15700","75764","97122","DebtCon","Other","5","2","0","70.725197350276","0","21","24.4317896129898"
"0","15700","64185","84000","DebtCon","Other","0.2","2","2","112.033333333333","2","26",""
"1","15700","83761","125860","HomeImp","Other","1","0","0","","0","0",""
"0","15700","46124","67964","DebtCon","ProfExe","6","0","0","155.754789059122","2","12","28.7979185838243"
"0","15700","74587","93180","DebtCon","Mgr","19","0","0","263.159163313694","10","24","35.404414525714"
"0","15700","83830","122719","","","","","","","","","35.1651461509034"
"0","15800","91095","109401","DebtCon","Sales","12","","1","154.360183162505","0","17","33.5262706743443"
"0","15800","9407","60165","DebtCon","Sales","1","0","0","310.658421148989","0","5","40.0513061986311"
"0","15800","89765","111792","DebtCon","ProfExe","1","0","2","143.355531158696","1","34","33.0588351163356"
"0","15800","78905","97628","DebtCon","Other","0","0","0","152.171137477983","0","23","42.2182822206376"
"0","15800","94363","128434","DebtCon","Mgr","4","","","241.736125876371","2","42","39.2218916786005"
"0","15800","","96642","DebtCon","Office","26","0","0","335.154688186218","0","16","12.7069379833187"
"0","15800","20665","43790","DebtCon","Mgr","8","0","0","108.41393655279","0","11","22.8268924425574"
"1","15800","69928","","","Other","23","0","3","82.4439855869472","1","14","32.3272624557732"
"0","15900","52012","105877","HomeImp","Other","0","0","2","50.5315616899804","1","10","40.3922565426502"
"0","15900","38514","50309","DebtCon","Other","6","1","0","101.826142336022","1","16","38.877808384559"
"0","15900","79660","96393","DebtCon","Other","4","2","0","84.2057790008058","1","21","22.1131930961056"
"0","15900","97478","120514","DebtCon","Office","1","","3","264.260916438002","1","29","41.8402752385662"
"0","15900","42623","66458","DebtCon","ProfExe","4","0","0","146.827892447444","1","12","30.289129834943"
"1","15900","43830","59530","DebtCon","Other","4.6","1","0","148.133333333333","1","27",""
"0","15900","94078","118359","DebtCon","Other","13","0","0","125.551999392944","1","8","37.7818226400212"
"0","16000","82097","100225","DebtCon","Other","0","0","0","129.374513203628","0","22","39.8272172031352"
"0","16000","42000","63400","HomeImp","Office","3.5","0","0","123.8","0","18",""
"0","16000","16300","128200","DebtCon","Other","10","0","0","366.266666666667","1","10",""
"1","16000","88238","117500","DebtCon","Other","4","0","3","176.466666666667","5","34",""
"0","16000","98338","115759","DebtCon","Other","8","0","0","296.076261775371","1","19","30.0627357121989"
"0","16000","71670","84124","DebtCon","Other","10","0","0","81.5961288370193","3","12","32.9488989669592"
"0","16000","57944","89778","HomeImp","ProfExe","2","0","0","135.60607791313","0","12","25.725793663741"
"0","16000","66395","85782","DebtCon","Other","1","2","1","99.5192175509013","1","25","33.2069696301906"
"1","16100","","30695","HomeImp","Other","11","0","1","64.3357411192883","2","2","29.2330148390182"
"0","16100","107758","124610","DebtCon","ProfExe","0","0","0","129.178898129411","0","29","34.2115674001172"
"0","16100","45973","64430","HomeImp","Office","3","0","0","117.073753160052","0","17","33.8247163983922"
"1","16100","61712","82649","DebtCon","Other","12","0","0","94.6451236033861","0","9","27.5488312041056"
"0","16200","25329","37433","DebtCon","ProfExe","21","1","0","207.159547530986","2","16","32.7180880271355"
"0","16200","62258","92595","DebtCon","Office","2","0","0","177.854219539928","0","25","22.2196004703034"
"0","16200","96049","129091","DebtCon","Mgr","5","","","251.160893829381","3","42","36.6921679065061"
"0","16300","32188","78914","HomeImp","Other","","0","0","250.725546185872","0","49","40.7221963463594"
"0","16300","34297","42629","HomeImp","Other","9","0","0","80.4892383377348","2","11","30.284772591188"
"0","16400","119879","128546","DebtCon","","16","0","0","182.997381158781","0","17","40.8508868379895"
"0","16400","86623","124048","","","","","","","","","35.8107693620216"
"1","16400","54818","74447","DebtCon","Office","3","2","3","208.088864275134","1","50","41.9564297195088"
"0","16400","","51454","DebtCon","Other","","","","338.110806777527","","17","33.4918360854461"
"0","16400","107669","115881","DebtCon","Other","0","0","0","136.81211951332","1","21","39.699961675466"
"0","16400","71906","86144","DebtCon","Office","2","0","0","126.170152313228","1","20","23.6980076250751"
"0","16400","65898","85424","HomeImp","ProfExe","10","0","1","173.533210413417","0","14","26.9319948584689"
"0","16400","102103","133626","DebtCon","ProfExe","5","0","0","95.3663483657944","0","14","31.2751825241536"
"0","16500","","88454","DebtCon","Office","30","0","0","320.421450283856","0","16","14.0979408960407"
"0","16500","64992","97348","HomeImp","Office","8","","","123.668820769324","0","11","36.1079235521182"
"0","16500","76000","110000","DebtCon","Mgr","18","0","0","242.5","5","31",""
"0","16500","126872","167611","DebtCon","Office","5","0","0","136.122434749651","1","21","26.4045284072796"
"0","16500","51758","138693","DebtCon","Other","2","0","0","283.069840935055","5","43","39.7167707154699"
"0","16500","8795","164000","HomeImp","Mgr","23","0","0","76.0666666666667","2","21",""
"0","16500","94920","118156","DebtCon","Other","9","0","0","295.285523477616","2","18","32.1716319314212"
"0","16600","81275","106691","DebtCon","ProfExe","1","0","0","289.376137985996","1","20","38.4752409905546"
"0","16600","57094","94944","","ProfExe","9","0","0","","0","15","24.0230482368977"
"0","16600","97749","164103","","Other","","1","","263.846777404474","","23","37.3868542863414"
"0","16600","74681","95471","DebtCon","Other","6","0","0","187.653510429709","4","19","40.4537531549361"
"0","16600","71096","104437","HomeImp","ProfExe","9","0","0","246.959636276464","1","12","37.0995326053349"
"0","16700","31135","60478","DebtCon","Other","14","0","0","105.133271056557","0","18","39.1229968041475"
"0","16800","102838","111319","DebtCon","Office","1","0","0","257.328596601513","0","34","27.576596890379"
"0","16800","46312","67166","HomeImp","Other","27","0","0","241.508383888308","0","14","26.2207174317449"
"0","16800","39352","60943","HomeImp","Other","25","0","0","237.763623295767","0","13","25.4398882345855"
"0","16900","131002","166859","DebtCon","Office","4","0","0","135.856423159729","0","20","28.151885281099"
"0","16900","","51549","DebtCon","Office","1","0","0","75.4137455633689","1","8","40.6281992328531"
"0","16900","47129","62342","DebtCon","Other","15","0","0","290.148921221638","0","21","30.3185967953217"
"0","16900","88143","115365","DebtCon","Other","19","0","0","282.068517758263","0","16","24.9628513709888"
"0","17000","73644","107086","DebtCon","ProfExe","0","0","0","280.453343634753","2","20","37.7719578479286"
"1","17000","54218","75000","DebtCon","Mgr","5","1","0","177.5","6","35",""
"0","17000","134689","158661","DebtCon","Mgr","","0","0","227.395464650081","0","19","36.4255717555459"
"0","17000","45671","64516","HomeImp","Other","27","0","0","246.179721374571","0","13","25.7012056033039"
"0","17000","54780","93091","DebtCon","ProfExe","4","0","0","115.375332389476","1","21","37.5086246703372"
"1","17000","52663","82000","","","","","","","","",""
"0","17000","47000","112720","DebtCon","ProfExe","16","0","0","257.7","0","20",""
"0","17000","12613","85000","DebtCon","Other","21","0","0","226.366666666667","3","41",""
"1","17000","61000","127000","DebtCon","Mgr","9","0","5","256.7","0","40",""
"1","17000","48000","69000","DebtCon","Office","25","0","0","351.033333333333","3","24",""
"0","17000","25638","128433","DebtCon","Other","10","0","0","367.664520604908","0","9","39.1068963833046"
"0","17100","","96036","DebtCon","Office","27","0","0","327.00179108056","0","15","12.4986698008695"
"0","17100","53983","73688","DebtCon","Other","5","","","95.5235121180311","0","9","36.9203856483662"
"0","17100","74922","91187","DebtCon","Mgr","0","0","0","80.5826555872329","0","16","26.7677688424977"
"0","17200","59698","89715","","ProfExe","9","0","0","","1","16","23.3456232134139"
"0","17200","94937","133859","DebtCon","Mgr","6","","","248.158875581611","2","42","36.7908753273035"
"0","17200","11950","170000","HomeImp","Mgr","22","0","0","77.2833849678769","1","20","28.8216986604182"
"1","17200","50742","71000","DebtCon","Other","15","0","0","","0","0",""
"0","17200","39316","66978","DebtCon","","4","0","0","99.9859759564594","1","10","26.4370840549036"
"0","17200","48999","76544","DebtCon","ProfExe","5","0","0","240.522746514024","3","31","32.8417539135421"
"0","17200","45900","68126","HomeImp","Office","4","0","0","111.125951741318","0","17","34.1790468842439"
"0","17200","52276","69860","DebtCon","Office","0","0","0","180.931487747979","0","25","30.5879669835782"
"0","17200","62840","92946","HomeImp","ProfExe","5","0","0","133.159480769545","0","11","27.5035401706041"
"0","17200","55254","118718","DebtCon","ProfExe","15","0","0","276.911082928499","0","20","26.6961587046767"
"0","17200","27230","82319","HomeImp","Other","","0","0","249.215667155459","1","50","43.7567940854872"
"0","17300","51185","65537","DebtCon","Other","6","0","1","129.837941192353","3","49","29.3115940644693"
"0","17300","110614","137552","DebtCon","ProfExe","6","0","0","85.2325007244057","0","13","31.3443655217552"
"0","17300","65077","91991","DebtCon","Other","0","2","3","114.023442378764","2","26","35.9077604800313"
"0","17300","96138","124066","DebtCon","Office","1","","2","271.78232319794","0","30","40.4045062256998"
"0","17300","57358","71617","DebtCon","Office","0","0","0","194.293339189626","0","25","30.5378060595821"
"0","17400","77350","101271","DebtCon","Other","0","0","0","148.9162274749","1","18","34.3870284338142"
"0","17400","62824","82243","DebtCon","Other","5","","","109.482748522476","0","7","34.8184449931693"
"0","17400","43110","73614","DebtCon","Mgr","1","0","0","114.28918244087","1","8","26.3791080173892"
"0","17400","11147","166496","HomeImp","Mgr","23","0","0","73.4675177609655","1","19","29.5316641505536"
"0","17400","42876","66085","DebtCon","Mgr","26","0","0","281.578152477092","1","16","38.0275216780545"
"0","17400","25844","83229","HomeImp","Other","","0","0","247.761645853981","0","50","43.7013312352036"
"0","17400","166345","202989","DebtCon","ProfExe","10","0","0","276.066346318767","0","37","24.3565935566819"
"0","17400","102228","115898","DebtCon","ProfExe","0","0","0","144.198167554795","0","30","35.1141503477023"
"0","17400","56111","114521","HomeImp","Office","2","","2","154.855523880514","1","24","38.6950835571601"
"0","17500","92986","114276","DebtCon","Other","13","0","0","116.961357835045","2","8","36.251385732345"
"0","17500","133243","154513","DebtCon","Mgr","","0","0","217.037048689025","0","18","37.4629919636636"
"1","17500","110603","142000","DebtCon","Other","1","1","0","163.066666666667","3","25",""
"1","17500","56647","78000","DebtCon","ProfExe","11","3","2","92.3","7","29",""
"0","17500","85183","108948","HomeImp","ProfExe","4","0","0","125.109485641336","1","25","37.1030259919833"
"0","17500","61524","87188","HomeImp","ProfExe","3","0","0","115.808660848355","1","13","25.4015700017948"
"1","17500","91000","116000","DebtCon","ProfExe","0.5","0","0","188.733333333333","3","26",""
